emp_sai fornec          den_reduz  data_sai   oper_sai cliente         nota_sai   seq_sai        item_sai        qtd_sai                            cus_unit_sai        cus_total_sai                      conta_deb               emp_dest recebedor       den_reduz  data_ent   oper_ent cod_fornecedor  nota_ent                                    seq_ent        item_ent        qtd_ent                            cus_unit_ent        cus_total_ent                      conta_cre               difer                              
64      002591818000747 SJP-2147   2013-10-02 TRAS     002591818000313 013242-1   4              8075174         805,000                            15,674000           12617,57                           1140215                 65       002591818000313 JUN-1891   2013-10-03 TRAE     002591818000747 013242-1                                    4              8075174         805,000                            15,674037           12617,599785                       1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-02 TRAS     002591818000313 013242-1   5              8075310         210,000                            17,390100           3651,921                           1140215                 65       002591818000313 JUN-1891   2013-10-03 TRAE     002591818000747 013242-1                                    5              8075310         210,000                            17,390143           3651,93003                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-03 TRAS     002591818000313 013297-1   1              8072744         41,000                             25,990000           1065,59                            1140215                 65       002591818000313 JUN-1891   2013-10-04 TRAE     002591818000747 013297-1                                    1              8072744         41,000                             25,990000           1065,59                            1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-04 TRAS     002591818000313 013348-1   1              5001072         560,000                            3,821000            2139,76                            1140215                 65       002591818000313 JUN-1891   2013-10-04 TRAE     002591818000747 013348-1                                    1              5001072         560,000                            3,820964            2139,73984                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-04 TRAS     002591818000313 013348-1   2              5001056         560,000                            3,833700            2146,872                           1140215                 65       002591818000313 JUN-1891   2013-10-04 TRAE     002591818000747 013348-1                                    2              5001056         560,000                            3,833714            2146,87984                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-04 TRAS     002591818000313 013349-1   1              6005250         840,000                            9,024300            7580,412                           1140215                 65       002591818000313 JUN-1891   2013-10-04 TRAE     002591818000747 013349-1                                    1              5000955         840,000                            9,024321            7580,42964                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-04 TRAS     002591818000313 013349-1   2              6005233         840,000                            9,097800            7642,152                           1140215                 65       002591818000313 JUN-1891   2013-10-04 TRAE     002591818000747 013349-1                                    2              5001030         840,000                            9,097798            7642,15032                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-04 TRAS     002591818000313 013352-1   1              8072744         1200,000                           25,988800           31186,56                           1140215                 65       002591818000313 JUN-1891   2013-10-05 TRAE     002591818000747 013352-1                                    1              8072744         1200,000                           25,988775           31186,53                           1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-04 TRAS     002591818000313 013352-1   2              8072752         1200,000                           13,038100           15645,72                           1140215                 65       002591818000313 JUN-1891   2013-10-05 TRAE     002591818000747 013352-1                                    2              8072752         1200,000                           13,038083           15645,6996                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-04 TRAS     002591818000313 013352-1   3              8072760         1200,000                           13,120500           15744,6                            1140215                 65       002591818000313 JUN-1891   2013-10-05 TRAE     002591818000747 013352-1                                    3              8072760         1200,000                           13,120533           15744,6396                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-04 TRAS     002591818000313 013352-1   4              8075174         805,000                            17,705900           14253,2495                         1140215                 65       002591818000313 JUN-1891   2013-10-05 TRAE     002591818000747 013352-1                                    4              8075174         805,000                            17,705863           14253,219715                       1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-04 TRAS     002591818000313 013352-1   5              8075310         756,000                            16,140200           12201,9912                         1140215                 65       002591818000313 JUN-1891   2013-10-05 TRAE     002591818000747 013352-1                                    5              8075310         756,000                            16,140172           12201,970032                       1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-07 TRAS     002591818000313 013427-1   1              8072744         1200,000                           25,988759           31186,5108                         1140215                 65       002591818000313 JUN-1891   2013-10-08 TRAE     002591818000747 013427-1                                    1              8072744         1200,000                           25,988775           31186,53                           1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-07 TRAS     002591818000313 013427-1   2              8072752         1195,000                           13,038103           15580,533085                       1140215                 65       002591818000313 JUN-1891   2013-10-08 TRAE     002591818000747 013427-1                                    2              8072752         1195,000                           13,038084           15580,51038                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-07 TRAS     002591818000313 013427-1   3              8072760         720,000                            13,120536           9446,78592                         1140215                 65       002591818000313 JUN-1891   2013-10-08 TRAE     002591818000747 013427-1                                    3              8072760         720,000                            13,120528           9446,78016                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-07 TRAS     002591818000313 013427-1   4              8075174         805,000                            17,705884           14253,23662                        1140215                 65       002591818000313 JUN-1891   2013-10-08 TRAE     002591818000747 013427-1                                    4              8075174         805,000                            17,705863           14253,219715                       1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-07 TRAS     002591818000313 013427-1   5              8075310         756,000                            16,140238           12202,019928                       1140215                 65       002591818000313 JUN-1891   2013-10-08 TRAE     002591818000747 013427-1                                    5              8075310         756,000                            16,140172           12201,970032                       1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-07 TRAS     002591818000313 013432-1   1              5001072         560,000                            3,820971            2139,74376                         1140215                 65       002591818000313 JUN-1891   2013-10-08 TRAE     002591818000747 013432-1                                    1              5001072         560,000                            3,820964            2139,73984                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-07 TRAS     002591818000313 013432-1   2              5001056         560,000                            3,833684            2146,86304                         1140215                 65       002591818000313 JUN-1891   2013-10-08 TRAE     002591818000747 013432-1                                    2              5001056         560,000                            3,833714            2146,87984                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-07 TRAS     002591818000313 013433-1   1              6005241         840,000                            8,843978            7428,94152                         1140215                 65       002591818000313 JUN-1891   2013-10-08 TRAE     002591818000747 013433-1                                    1              5000874         840,000                            8,844000            7428,96                            1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-07 TRAS     002591818000313 013433-1   2              6005225         840,000                            9,001664            7561,39776                         1140215                 65       002591818000313 JUN-1891   2013-10-08 TRAE     002591818000747 013433-1                                    2              5001021         840,000                            9,001702            7561,42968                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-07 TRAS     002591818000313 013433-1   3              6005250         420,000                            9,024343            3790,22406                         1140215                 65       002591818000313 JUN-1891   2013-10-08 TRAE     002591818000747 013433-1                                    3              5000955         420,000                            9,024310            3790,2102                          1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-07 TRAS     002591818000313 013433-1   4              6005233         420,000                            9,097830            3821,0886                          1140215                 65       002591818000313 JUN-1891   2013-10-08 TRAE     002591818000747 013433-1                                    4              5001030         420,000                            9,097786            3821,07012                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-09 TRAS     002591818000313 013504-1   1              6005241         840,000                            8,843978            7428,94152                         1140215                 65       002591818000313 JUN-1891   2013-10-10 TRAE     002591818000747 013504-1                                    1              5000874         840,000                            8,844000            7428,96                            1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-09 TRAS     002591818000313 013504-1   2              6005225         840,000                            9,001664            7561,39776                         1140215                 65       002591818000313 JUN-1891   2013-10-10 TRAE     002591818000747 013504-1                                    2              5001021         840,000                            9,001702            7561,42968                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-09 TRAS     002591818000313 013505-1   1              5001072         1120,000                           3,820971            4279,48752                         1140215                 65       002591818000313 JUN-1891   2013-10-10 TRAE     002591818000747 013505-1                                    1              5001072         1120,000                           3,820964            4279,47968                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-09 TRAS     002591818000313 013505-1   2              5001056         1120,000                           3,833684            4293,72608                         1140215                 65       002591818000313 JUN-1891   2013-10-10 TRAE     002591818000747 013505-1                                    2              5001056         1120,000                           3,833723            4293,76976                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-09 TRAS     002591818000313 013506-1   1              6005250         420,000                            9,024343            3790,22406                         1140215                 65       002591818000313 JUN-1891   2013-10-10 TRAE     002591818000747 013506-1                                    1              5000955         420,000                            9,024310            3790,2102                          1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-09 TRAS     002591818000313 013506-1   2              6005233         420,000                            9,097830            3821,0886                          1140215                 65       002591818000313 JUN-1891   2013-10-10 TRAE     002591818000747 013506-1                                    2              5001030         420,000                            9,097786            3821,07012                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-09 TRAS     002591818000313 013527-1   1              8072744         720,000                            25,988759           18711,90648                        1140215                 65       002591818000313 JUN-1891   2013-10-10 TRAE     002591818000747 013527-1                                    1              8072744         720,000                            25,988778           18711,92016                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-09 TRAS     002591818000313 013527-1   2              8072752         960,000                            13,038103           12516,57888                        1140215                 65       002591818000313 JUN-1891   2013-10-10 TRAE     002591818000747 013527-1                                    2              8072752         960,000                            13,038083           12516,55968                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-09 TRAS     002591818000313 013527-1   3              8072760         1320,000                           13,120536           17319,10752                        1140215                 65       002591818000313 JUN-1891   2013-10-10 TRAE     002591818000747 013527-1                                    3              8072760         1320,000                           13,120530           17319,0996                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-09 TRAS     002591818000313 013527-1   4              8075174         805,000                            17,705884           14253,23662                        1140215                 65       002591818000313 JUN-1891   2013-10-10 TRAE     002591818000747 013527-1                                    4              8075174         805,000                            17,705863           14253,219715                       1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-09 TRAS     002591818000313 013527-1   5              8075310         798,000                            16,140238           12879,909924                       1140215                 65       002591818000313 JUN-1891   2013-10-10 TRAE     002591818000747 013527-1                                    5              8075310         798,000                            16,140175           12879,85965                        1140215                 0,1                                
64      002591818000747 SJP-2147   2013-10-11 TRAS     002591818000313 013609-1   1              5001072         560,000                            3,820971            2139,74376                         1140215                 65       002591818000313 JUN-1891   2013-10-12 TRAE     002591818000747 013609-1                                    1              5001072         560,000                            3,820964            2139,73984                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-11 TRAS     002591818000313 013609-1   2              5001056         560,000                            3,833684            2146,86304                         1140215                 65       002591818000313 JUN-1891   2013-10-12 TRAE     002591818000747 013609-1                                    2              5001056         560,000                            3,833714            2146,87984                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-11 TRAS     002591818000313 013611-1   1              6005225         392,000                            9,001664            3528,652288                        1140215                 65       002591818000313 JUN-1891   2013-10-12 TRAE     002591818000747 013611-1                                    1              5001021         392,000                            9,001709            3528,669928                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-11 TRAS     002591818000313 013611-1   2              6005241         420,000                            8,843978            3714,47076                         1140215                 65       002591818000313 JUN-1891   2013-10-12 TRAE     002591818000747 013611-1                                    2              5000874         420,000                            8,844000            3714,48                            1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-11 TRAS     002591818000313 013613-1   1              6005250         420,000                            9,024343            3790,22406                         1140215                 65       002591818000313 JUN-1891   2013-10-12 TRAE     002591818000747 013613-1                                    1              5000955         420,000                            9,024310            3790,2102                          1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-11 TRAS     002591818000313 013613-1   2              6005233         420,000                            9,097830            3821,0886                          1140215                 65       002591818000313 JUN-1891   2013-10-12 TRAE     002591818000747 013613-1                                    2              5001030         420,000                            9,097786            3821,07012                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-11 TRAS     002591818000313 013634-1   1              8072744         1200,000                           25,988759           31186,5108                         1140215                 65       002591818000313 JUN-1891   2013-10-12 TRAE     002591818000747 013634-1                                    1              8072744         1200,000                           25,988775           31186,53                           1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-11 TRAS     002591818000313 013634-1   2              8072752         1340,000                           13,038103           17471,05802                        1140215                 65       002591818000313 JUN-1891   2013-10-12 TRAE     002591818000747 013634-1                                    2              8072752         1340,000                           13,038082           17471,02988                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-11 TRAS     002591818000313 013634-1   3              8072760         1340,000                           13,120536           17581,51824                        1140215                 65       002591818000313 JUN-1891   2013-10-12 TRAE     002591818000747 013634-1                                    3              8072760         1340,000                           13,120537           17581,51958                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-11 TRAS     002591818000313 013634-1   4              8075174         805,000                            17,705884           14253,23662                        1140215                 65       002591818000313 JUN-1891   2013-10-12 TRAE     002591818000747 013634-1                                    4              8075174         805,000                            17,705863           14253,219715                       1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-11 TRAS     002591818000313 013634-1   5              8075310         756,000                            16,140238           12202,019928                       1140215                 65       002591818000313 JUN-1891   2013-10-12 TRAE     002591818000747 013634-1                                    5              8075310         756,000                            16,140172           12201,970032                       1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-14 TRAS     002591818000313 013662-1   1              5001072         560,000                            3,820971            2139,74376                         1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013662-1                                    1              5001072         560,000                            3,820964            2139,73984                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-14 TRAS     002591818000313 013662-1   2              5001056         560,000                            3,833684            2146,86304                         1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013662-1                                    2              5001056         560,000                            3,833714            2146,87984                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-14 TRAS     002591818000313 013663-1   1              6005250         840,000                            9,024343            7580,44812                         1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013663-1                                    1              5000955         840,000                            9,024321            7580,42964                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-14 TRAS     002591818000313 013663-1   2              6005233         840,000                            9,097830            7642,1772                          1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013663-1                                    2              5001030         840,000                            9,097798            7642,15032                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-14 TRAS     002591818000313 013687-1   1              8072744         1200,000                           25,988759           31186,5108                         1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013687-1                                    1              8072744         1200,000                           25,988775           31186,53                           1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-14 TRAS     002591818000313 013687-1   2              8072752         1250,000                           13,038103           16297,62875                        1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013687-1                                    2              8072752         1250,000                           13,038080           16297,6                            1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-14 TRAS     002591818000313 013687-1   3              8072760         1250,000                           13,120536           16400,67                           1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013687-1                                    3              8072760         1250,000                           13,120536           16400,67                           1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-14 TRAS     002591818000313 013687-1   4              8075174         665,000                            17,705884           11774,41286                        1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013687-1                                    4              8075174         665,000                            17,705865           11774,400225                       1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-14 TRAS     002591818000313 013687-1   5              8075310         772,000                            16,140238           12460,263736                       1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013687-1                                    5              8075310         772,000                            16,140168           12460,209696                       1140215                 0,1                                
64      002591818000747 SJP-2147   2013-10-15 TRAS     002591818000313 013698-1   1              6005241         1260,000                           8,843978            11143,41228                        1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013698-1                                    1              5000874         1260,000                           8,844000            11143,44                           1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-15 TRAS     002591818000313 013698-1   2              6005225         1260,000                           9,001664            11342,09664                        1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013698-1                                    2              5001021         1260,000                           9,001698            11342,13948                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-15 TRAS     002591818000313 013699-1   1              5001072         406,000                            3,820971            1551,314226                        1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013699-1                                    1              5001072         406,000                            3,820961            1551,310166                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-15 TRAS     002591818000313 013699-1   2              5001056         406,000                            3,833684            1556,475704                        1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013699-1                                    2              5001056         406,000                            3,833719            1556,489914                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-15 TRAS     002591818000313 013700-1   1              6005250         420,000                            9,024343            3790,22406                         1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013700-1                                    1              5000955         420,000                            9,024310            3790,2102                          1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-15 TRAS     002591818000313 013700-1   2              6005233         420,000                            9,097830            3821,0886                          1140215                 65       002591818000313 JUN-1891   2013-10-15 TRAE     002591818000747 013700-1                                    2              5001030         420,000                            9,097786            3821,07012                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-16 TRAS     002591818000313 013781-1   1              6005241         840,000                            8,843978            7428,94152                         1140215                 65       002591818000313 JUN-1891   2013-10-17 TRAE     002591818000747 013781-1                                    1              5000874         840,000                            8,844000            7428,96                            1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-16 TRAS     002591818000313 013781-1   2              6005225         840,000                            9,001664            7561,39776                         1140215                 65       002591818000313 JUN-1891   2013-10-17 TRAE     002591818000747 013781-1                                    2              5001021         840,000                            9,001702            7561,42968                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-16 TRAS     002591818000313 013782-1   1              6005250         840,000                            9,024343            7580,44812                         1140215                 65       002591818000313 JUN-1891   2013-10-17 TRAE     002591818000747 013782-1                                    1              5000955         840,000                            9,024321            7580,42964                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-16 TRAS     002591818000313 013782-1   2              6005233         840,000                            9,097830            7642,1772                          1140215                 65       002591818000313 JUN-1891   2013-10-17 TRAE     002591818000747 013782-1                                    2              5001030         840,000                            9,097798            7642,15032                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-16 TRAS     002591818000313 013791-1   1              8072744         1200,000                           25,988759           31186,5108                         1140215                 65       002591818000313 JUN-1891   2013-10-17 TRAE     002591818000747 013791-1                                    1              8072744         1200,000                           25,988775           31186,53                           1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-16 TRAS     002591818000313 013791-1   2              8072752         1240,000                           13,038103           16167,24772                        1140215                 65       002591818000313 JUN-1891   2013-10-17 TRAE     002591818000747 013791-1                                    2              8072752         1240,000                           13,038081           16167,22044                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-16 TRAS     002591818000313 013791-1   3              8072760         680,000                            13,120536           8921,96448                         1140215                 65       002591818000313 JUN-1891   2013-10-17 TRAE     002591818000747 013791-1                                    3              8072760         680,000                            13,120544           8921,96992                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-16 TRAS     002591818000313 013791-1   4              8075174         665,000                            17,705884           11774,41286                        1140215                 65       002591818000313 JUN-1891   2013-10-17 TRAE     002591818000747 013791-1                                    4              8075174         665,000                            17,705865           11774,400225                       1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-16 TRAS     002591818000313 013791-1   5              8075310         774,000                            16,140238           12492,544212                       1140215                 65       002591818000313 JUN-1891   2013-10-17 TRAE     002591818000747 013791-1                                    5              8075310         774,000                            16,140168           12492,490032                       1140215                 0,1                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013890-1   1              6005241         420,000                            8,843978            3714,47076                         1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013890-1                                    1              5000874         420,000                            8,844000            3714,48                            1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013890-1   2              6005225         420,000                            9,001664            3780,69888                         1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013890-1                                    2              5001021         420,000                            9,001690            3780,7098                          1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013891-1   1              6005250         420,000                            9,024343            3790,22406                         1140215                 65       002591818000313 JUN-1891   2013-10-22 TRAE     002591818000747 013891-1                                    1              5000955         420,000                            9,024310            3790,2102                          1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013891-1   2              6005233         420,000                            9,097830            3821,0886                          1140215                 65       002591818000313 JUN-1891   2013-10-22 TRAE     002591818000747 013891-1                                    2              5001030         420,000                            9,097786            3821,07012                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013892-1   1              5001072         560,000                            3,820971            2139,74376                         1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013892-1                                    1              5001072         560,000                            3,820964            2139,73984                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013892-1   2              5001056         560,000                            3,833684            2146,86304                         1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013892-1                                    2              5001056         560,000                            3,833714            2146,87984                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013893-1   1              6005250         840,000                            9,024343            7580,44812                         1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013893-1                                    1              5000955         840,000                            9,024321            7580,42964                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013893-1   2              6005233         840,000                            9,097830            7642,1772                          1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013893-1                                    2              5001030         840,000                            9,097798            7642,15032                         1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013903-1   1              5000904         80,000                             6,110000            488,8                              1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013903-1                                    1              5000904         80,000                             6,110000            488,8                              1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013903-1   2              5000912         80,000                             6,110000            488,8                              1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013903-1                                    2              5000912         80,000                             6,110000            488,8                              1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013903-1   3              5000807         80,000                             10,220000           817,6                              1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013903-1                                    3              5000807         80,000                             10,220000           817,6                              1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013903-1   4              5000831         80,000                             10,220000           817,6                              1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013903-1                                    4              5000831         80,000                             10,220000           817,6                              1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013914-1   1              8072744         1280,000                           25,988759           33265,61152                        1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013914-1                                    1              8072744         1280,000                           25,988781           33265,63968                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013914-1   2              8072752         930,000                            13,038103           12125,43579                        1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013914-1                                    2              8072752         930,000                            13,038075           12125,40975                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013914-1   3              8072760         409,000                            13,120536           5366,299224                        1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013914-1                                    3              8072760         409,000                            13,120538           5366,300042                        1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013914-1   4              8075174         665,000                            17,705884           11774,41286                        1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013914-1                                    4              8075174         665,000                            17,705865           11774,400225                       1140215                 0,0                                
64      002591818000747 SJP-2147   2013-10-18 TRAS     002591818000313 013914-1   5              8075310         784,000                            16,140238           12653,946592                       1140215                 65       002591818000313 JUN-1891   2013-10-19 TRAE     002591818000747 013914-1                                    5              8075310         784,000                            16,140166           12653,890144                       1140215                 0,1                                
64      002591818000747 SJP-2147   2013-10-19 TRAS     002591818000313 013940-1   1              8072760         970,000                            13,120536           12726,91992                        1140215                 65       002591818000313 JUN-1891   2013-10-21 TRAE     002591818000747 013940-1                                    1              8072760         970,000                            13,120536           12726,91992                        1140215                 0,0                                
